IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.65.59.26,443,443,true,CDG,Europe,Paris,192,5.55
34.65.231.219,443,443,true,FRA,Europe,Frankfurt,233,5.52
34.154.93.214,443,443,true,AMS,Europe,Amsterdam,191,5.48
34.154.247.61,443,443,true,FRA,Europe,Frankfurt,180,5.43
34.91.159.161,443,443,true,FRA,Europe,Frankfurt,171,5.40
34.65.65.7,443,443,true,FRA,Europe,Frankfurt,217,5.39
34.89.168.9,443,443,true,AMS,Europe,Amsterdam,197,5.31
34.65.140.162,443,443,true,AMS,Europe,Amsterdam,182,5.31
34.116.181.8,443,443,true,FRA,Europe,Frankfurt,261,5.30
34.90.216.92,443,443,true,FRA,Europe,Frankfurt,164,5.29
34.154.148.158,443,443,true,CDG,Europe,Paris,176,5.28
34.118.8.60,443,443,true,FRA,Europe,Frankfurt,246,5.22
34.116.202.128,443,443,true,AMS,Europe,Amsterdam,260,5.20
34.116.249.117,443,443,true,FRA,Europe,Frankfurt,262,5.16
34.118.52.240,443,443,true,FRA,Europe,Frankfurt,194,5.14
34.154.75.250,443,443,true,FRA,Europe,Frankfurt,183,5.13
34.65.86.132,443,443,true,FRA,Europe,Frankfurt,184,5.10
34.142.51.100,443,443,true,LHR,Europe,London,175,5.06
34.65.197.35,443,443,true,FRA,Europe,Frankfurt,225,5.06
34.116.223.71,443,443,true,FRA,Europe,Frankfurt,316,5.03
34.65.128.53,443,443,true,FRA,Europe,Frankfurt,174,4.97
34.154.104.94,443,443,true,FRA,Europe,Frankfurt,208,4.94
34.65.173.134,443,0,true,FRA,Europe,Frankfurt,198,4.94
34.65.231.219,443,443,true,FRA,Europe,Frankfurt,235,4.94
34.65.235.165,443,443,true,FRA,Europe,Frankfurt,182,4.94
34.116.195.145,443,443,true,FRA,Europe,Frankfurt,270,4.92
34.65.6.181,443,443,true,FRA,Europe,Frankfurt,175,4.89
34.65.139.196,443,443,true,FRA,Europe,Frankfurt,165,4.85
34.116.228.105,443,443,true,FRA,Europe,Frankfurt,174,4.84
34.118.17.47,443,443,true,FRA,Europe,Frankfurt,283,4.83
34.116.134.240,443,443,true,FRA,Europe,Frankfurt,275,4.82
34.118.16.81,443,443,true,FRA,Europe,Frankfurt,296,4.81
34.65.4.95,443,443,true,FRA,Europe,Frankfurt,189,4.77
34.116.175.112,443,443,true,FRA,Europe,Frankfurt,259,4.71
34.107.113.210,443,443,true,FRA,Europe,Frankfurt,167,4.70
34.116.241.55,443,443,true,FRA,Europe,Frankfurt,268,4.68
34.154.87.221,443,443,true,FRA,Europe,Frankfurt,177,4.65
34.118.16.79,443,443,true,FRA,Europe,Frankfurt,264,4.64
34.65.12.30,443,443,true,FRA,Europe,Frankfurt,171,4.60
34.118.118.199,443,443,true,CDG,Europe,Paris,187,4.60
34.65.127.153,443,443,true,FRA,Europe,Frankfurt,164,4.59
34.65.139.204,443,443,true,FRA,Europe,Frankfurt,181,4.58
34.65.137.19,443,443,true,FRA,Europe,Frankfurt,208,4.58
34.65.187.206,443,443,true,FRA,Europe,Frankfurt,183,4.52
34.116.225.173,443,443,true,FRA,Europe,Frankfurt,287,4.50
34.116.192.231,443,443,true,FRA,Europe,Frankfurt,295,4.49
34.118.17.145,443,443,true,FRA,Europe,Frankfurt,278,4.45
34.65.137.148,443,443,true,FRA,Europe,Frankfurt,174,4.43
35.204.137.160,443,443,true,FRA,Europe,Frankfurt,165,4.39
35.204.157.112,443,443,true,FRA,Europe,Frankfurt,255,4.29
34.65.50.163,443,443,true,FRA,Europe,Frankfurt,228,4.28
34.65.198.178,443,443,true,FRA,Europe,Frankfurt,175,4.25
34.118.11.212,443,443,true,FRA,Europe,Frankfurt,306,4.24
34.65.51.214,443,443,true,FRA,Europe,Frankfurt,176,4.19
34.65.152.34,443,443,true,FRA,Europe,Frankfurt,176,4.15
34.65.65.7,443,443,true,FRA,Europe,Frankfurt,232,4.09
34.118.11.255,443,443,true,FRA,Europe,Frankfurt,345,4.07
34.159.115.89,443,443,true,FRA,Europe,Frankfurt,239,4.04
34.65.202.238,443,443,true,FRA,Europe,Frankfurt,217,4.03
34.118.3.82,443,443,true,AMS,Europe,Amsterdam,261,4.03
34.65.251.12,443,443,true,FRA,Europe,Frankfurt,178,4.02
34.116.212.98,443,443,true,FRA,Europe,Frankfurt,269,3.92
34.65.202.238,443,443,true,FRA,Europe,Frankfurt,233,3.90
34.91.166.255,443,443,true,FRA,Europe,Frankfurt,191,3.90
34.65.238.78,443,443,true,FRA,Europe,Frankfurt,176,3.87
34.65.196.70,443,443,true,FRA,Europe,Frankfurt,191,3.84
34.65.189.65,443,443,true,FRA,Europe,Frankfurt,173,3.82
34.116.153.78,443,443,true,FRA,Europe,Frankfurt,233,3.77
34.154.59.132,443,443,true,FRA,Europe,Frankfurt,194,3.73
34.65.168.25,443,443,true,AMS,Europe,Amsterdam,172,3.72
34.154.192.112,443,443,true,FRA,Europe,Frankfurt,240,3.70
34.65.99.191,443,443,true,FRA,Europe,Frankfurt,173,3.54
34.118.11.212,443,443,true,FRA,Europe,Frankfurt,269,3.54
34.65.206.96,443,443,true,FRA,Europe,Frankfurt,189,3.46
35.246.205.220,443,443,true,FRA,Europe,Frankfurt,165,3.44
34.118.27.184,443,443,true,FRA,Europe,Frankfurt,198,3.44
34.154.75.218,443,443,true,FRA,Europe,Frankfurt,184,3.33
34.116.161.88,443,443,true,FRA,Europe,Frankfurt,349,3.11
34.65.9.155,443,443,true,FRA,Europe,Frankfurt,162,3.06
34.90.234.217,443,443,true,FRA,Europe,Frankfurt,161,2.97
34.141.221.33,2096,80,false,AMS,Europe,Amsterdam,163,2.90
34.140.239.154,2096,80,false,CDG,Europe,Paris,162,2.88
34.140.239.154,2086,80,false,CDG,Europe,Paris,161,2.82
34.118.111.34,443,443,true,FRA,Europe,Frankfurt,213,2.74
34.141.248.249,2053,80,false,AMS,Europe,Amsterdam,161,2.74
34.141.248.249,2095,80,false,AMS,Europe,Amsterdam,161,2.73
34.140.239.154,2083,80,false,CDG,Europe,Paris,161,2.73
34.141.221.33,2052,80,false,AMS,Europe,Amsterdam,162,2.73
34.141.248.249,2087,80,false,AMS,Europe,Amsterdam,163,2.73
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,162,2.73
34.140.239.154,2087,80,false,CDG,Europe,Paris,162,2.73
34.141.221.33,2082,80,false,AMS,Europe,Amsterdam,159,2.72
34.141.221.33,2086,80,false,AMS,Europe,Amsterdam,163,2.72
34.141.221.33,2083,80,false,AMS,Europe,Amsterdam,162,2.71
34.141.221.33,2095,80,false,AMS,Europe,Amsterdam,160,2.69
34.140.239.154,2053,80,false,CDG,Europe,Paris,162,2.67
34.65.83.205,443,443,true,FRA,Europe,Frankfurt,173,2.65
34.141.248.249,2086,80,false,AMS,Europe,Amsterdam,164,2.64
34.65.214.30,443,443,true,FRA,Europe,Frankfurt,236,2.63
35.246.180.179,443,443,true,FRA,Europe,Frankfurt,241,2.62
34.140.239.154,2095,80,false,CDG,Europe,Paris,161,2.61
34.140.239.154,2082,80,false,CDG,Europe,Paris,160,2.56
34.32.247.234,443,443,true,FRA,Europe,Frankfurt,220,2.53
34.118.78.73,443,443,true,FRA,Europe,Frankfurt,238,2.53
34.140.239.154,2052,80,false,CDG,Europe,Paris,162,2.52
35.246.157.28,443,443,true,FRA,Europe,Frankfurt,179,2.51
35.187.41.171,2083,80,false,CDG,Europe,Paris,161,2.50
34.90.238.42,443,0,true,FRA,Europe,Frankfurt,177,2.50
34.141.248.249,2083,80,false,AMS,Europe,Amsterdam,161,2.49
34.147.101.117,2087,0,false,AMS,Europe,Amsterdam,162,2.48
34.141.248.249,2052,80,false,AMS,Europe,Amsterdam,160,2.47
34.141.221.33,2087,80,false,AMS,Europe,Amsterdam,159,2.47
34.141.248.249,2096,80,false,AMS,Europe,Amsterdam,162,2.46
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,162,2.45
35.187.41.171,2087,80,false,CDG,Europe,Paris,163,2.45
34.118.49.153,443,443,true,FRA,Europe,Frankfurt,180,2.42
34.141.221.33,2053,80,false,AMS,Europe,Amsterdam,172,2.41
34.107.113.210,443,443,true,FRA,Europe,Frankfurt,217,2.23
34.154.229.221,443,443,true,FRA,Europe,Frankfurt,185,2.17
34.65.248.147,443,443,true,FRA,Europe,Frankfurt,224,2.15
34.141.17.15,443,443,true,FRA,Europe,Frankfurt,230,1.99
34.159.71.208,443,443,true,FRA,Europe,Frankfurt,176,1.91
34.118.17.47,443,443,true,FRA,Europe,Frankfurt,228,1.89
34.118.11.255,443,443,true,FRA,Europe,Frankfurt,186,1.87
34.65.137.19,443,443,true,FRA,Europe,Frankfurt,163,1.75
34.35.43.156,443,443,true,JNB,Africa,Johannesburg,373,1.73
34.107.103.224,443,443,true,FRA,Europe,Frankfurt,237,1.73
34.65.127.153,443,443,true,FRA,Europe,Frankfurt,234,1.69
34.65.242.186,443,443,true,FRA,Europe,Frankfurt,221,1.62
34.90.234.217,443,443,true,FRA,Europe,Frankfurt,208,1.53
35.234.107.239,443,443,true,AMS,Europe,Amsterdam,202,1.48
34.65.38.18,443,443,true,FRA,Europe,Frankfurt,234,1.44
34.159.52.32,443,443,true,FRA,Europe,Frankfurt,155,1.40
34.32.194.85,443,443,true,AMS,Europe,Amsterdam,216,1.39
34.32.213.29,443,443,true,FRA,Europe,Frankfurt,176,1.30
34.65.37.122,443,443,true,FRA,Europe,Frankfurt,174,1.28
34.89.234.44,443,443,true,FRA,Europe,Frankfurt,188,1.21
34.91.166.255,443,443,true,FRA,Europe,Frankfurt,229,1.16
34.65.182.101,443,443,true,FRA,Europe,Frankfurt,230,1.16
34.154.159.9,443,443,true,FRA,Europe,Frankfurt,227,1.09
34.116.189.139,443,443,true,FRA,Europe,Frankfurt,194,1.08
34.145.66.39,8080,8080,false,MAA,Asia Pacific,Chennai,420,1.03
34.65.214.170,443,443,true,FRA,Europe,Frankfurt,239,1.02
34.90.244.116,443,443,true,FRA,Europe,Frankfurt,217,0.96
34.65.9.155,443,443,true,FRA,Europe,Frankfurt,164,0.94
34.65.9.155,443,443,true,FRA,Europe,Frankfurt,224,0.85
34.116.229.62,443,443,true,FRA,Europe,Frankfurt,198,0.70
34.65.106.214,443,443,true,AMS,Europe,Amsterdam,250,0.69
34.65.137.19,443,443,true,FRA,Europe,Frankfurt,196,0.68
34.65.3.109,443,443,true,FRA,Europe,Frankfurt,229,0.65
34.154.104.51,443,443,true,FRA,Europe,Frankfurt,250,0.57
35.246.229.133,443,443,true,FRA,Europe,Frankfurt,169,0.56
34.128.66.175,80,0,false,SIN,Asia Pacific,Singapore,23,0.26
34.154.187.9,443,443,true,FRA,Europe,Frankfurt,220,0.22
34.154.118.68,443,443,true,FRA,Europe,Frankfurt,186,0.18
35.227.174.52,80,0,false,SEA,North America,Seattle,156,0.11
35.227.174.52,443,0,false,SEA,North America,Seattle,155,0.11
34.65.174.75,443,443,true,FRA,Europe,Frankfurt,201,0.11
34.120.198.225,80,0,false,SIN,Asia Pacific,Singapore,25,0.08
34.134.91.160,80,0,false,ORD,North America,Chicago,205,0.08
35.188.72.3,80,0,false,ORD,North America,Chicago,216,0.07
34.27.194.227,2053,443,true,ORD,North America,Chicago,205,0.04
34.146.45.46,80,0,false,HKG,Asia Pacific,Hong Kong,73,0.04
35.244.119.6,443,0,true,SYD,Oceania,Sydney,120,0.04
35.188.72.3,443,0,true,ORD,North America,Chicago,218,0.04
104.155.53.64,80,0,false,CDG,Europe,Paris,163,0.04
34.27.194.227,8443,443,true,ORD,North America,Chicago,205,0.04
34.69.253.52,80,0,false,ORD,North America,Chicago,206,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.04
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.04
34.67.161.168,80,0,false,ORD,North America,Chicago,205,0.03
34.67.161.168,80,0,false,ORD,North America,Chicago,205,0.03
34.69.253.52,80,0,false,ORD,North America,Chicago,206,0.03
34.154.51.149,443,0,true,FRA,Europe,Frankfurt,168,0.03
34.150.3.141,80,0,false,HKG,Asia Pacific,Hong Kong,52,0.03
34.150.3.141,80,0,false,HKG,Asia Pacific,Hong Kong,36,0.03
35.227.246.247,80,0,false,SIN,Asia Pacific,Singapore,3,0.03
34.121.17.180,80,0,false,ORD,North America,Chicago,206,0.03
34.101.196.118,80,0,false,SIN,Asia Pacific,Singapore,30,0.02
34.121.17.180,80,0,false,ORD,North America,Chicago,216,0.02
34.135.54.87,80,0,false,ORD,North America,Chicago,206,0.02
34.111.68.8,80,0,false,SIN,Asia Pacific,Singapore,23,0.02
35.230.237.32,80,0,false,SIN,Asia Pacific,Singapore,2,0.01
34.144.230.100,80,0,false,SJC,North America,San Jose,29,0.01
34.95.223.251,80,0,false,GRU,South America,São Paulo,318,0.01
34.107.208.220,80,0,false,SIN,Asia Pacific,Singapore,12,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,37,0.01
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,38,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,37,0.01
34.92.228.196,443,443,true,HKG,Asia Pacific,Hong Kong,38,0.01
35.184.199.202,80,0,false,ORD,North America,Chicago,205,0.01
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,1,0.01
35.230.234.174,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,44,0.00
34.120.124.61,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,36,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,49,0.00
34.96.93.19,80,0,false,SIN,Asia Pacific,Singapore,36,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,49,0.00
34.80.222.234,80,0,false,HKG,Asia Pacific,Hong Kong,62,0.00
34.36.241.241,80,0,false,SIN,Asia Pacific,Singapore,15,0.00
34.121.160.133,80,0,false,ORD,North America,Chicago,205,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,156,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,156,0.00
34.36.155.53,80,0,false,SIN,Asia Pacific,Singapore,21,0.00
34.126.143.153,80,0,false,SIN,Asia Pacific,Singapore,14,0.00
35.230.48.122,8080,0,false,SEA,North America,Seattle,158,0.00
34.105.123.165,80,0,false,SEA,North America,Seattle,158,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,205,0.00
34.132.254.201,80,0,false,ORD,North America,Chicago,205,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,205,0.00
34.135.13.56,80,0,false,ORD,North America,Chicago,205,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,206,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,206,0.00
34.123.217.194,80,0,false,ORD,North America,Chicago,205,0.00
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,14,0.00
35.244.140.128,80,0,false,LHR,Europe,London,1,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.36.185.12,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,204,0.00
34.36.101.99,80,0,false,SIN,Asia Pacific,Singapore,43,0.00
34.120.203.240,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
35.240.116.140,80,0,false,CDG,Europe,Paris,226,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,1,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,163,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,165,0.00
34.100.190.34,80,0,false,BOM,Asia Pacific,Mumbai,72,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,164,0.00
34.107.191.120,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
34.92.111.70,80,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
35.202.7.148,80,0,false,ORD,North America,Chicago,206,0.00
34.107.201.158,80,0,false,IAD,North America,Ashburn,30,0.00
34.120.35.204,80,0,false,IAD,North America,Ashburn,12,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,11,0.00
34.27.137.124,80,0,false,ORD,North America,Chicago,205,0.00
34.159.120.110,80,0,false,FRA,Europe,Frankfurt,225,0.00
34.77.233.91,80,0,false,CDG,Europe,Paris,163,0.00
34.102.244.136,80,0,false,SIN,Asia Pacific,Singapore,22,0.00
34.142.184.16,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.111.204.123,80,0,false,SIN,Asia Pacific,Singapore,23,0.00
34.111.204.123,80,0,false,SIN,Asia Pacific,Singapore,23,0.00
34.136.161.38,80,0,false,ORD,North America,Chicago,207,0.00
34.87.17.86,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.87.59.235,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
35.230.236.158,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.96.67.175,80,0,false,KUL,Asia Pacific,Kuala Lumpur,1,0.00
34.120.222.161,80,0,false,SIN,Asia Pacific,Singapore,1,0.00
34.143.241.22,443,443,true,SIN,Asia Pacific,Singapore,2,0.00
35.186.153.145,80,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.126.112.176,8080,0,false,SIN,Asia Pacific,Singapore,2,0.00
34.87.59.235,80,0,false,SIN,Asia Pacific,Singapore,3,0.00
34.87.59.235,80,0,false,SIN,Asia Pacific,Singapore,4,0.00
35.227.211.1,80,0,false,SIN,Asia Pacific,Singapore,8,0.00
130.211.8.184,80,0,false,SIN,Asia Pacific,Singapore,13,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,15,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,15,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,16,0.00
34.101.44.165,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
34.101.99.100,80,0,false,SIN,Asia Pacific,Singapore,17,0.00
34.101.196.118,80,0,false,SIN,Asia Pacific,Singapore,19,0.00
34.128.84.187,80,0,false,SIN,Asia Pacific,Singapore,24,0.00
34.111.151.28,80,0,false,SIN,Asia Pacific,Singapore,30,0.00
34.101.169.73,80,8080,false,CGK,Asia Pacific,Jakarta,36,0.00
34.96.225.108,8080,0,false,HKG,Asia Pacific,Hong Kong,37,0.00
34.92.228.196,80,80,false,HKG,Asia Pacific,Hong Kong,41,0.00
35.201.203.106,443,443,true,TPE,Asia Pacific,Taipei,52,0.00
35.200.154.186,443,0,true,BOM,Asia Pacific,Mumbai,60,0.00
34.93.79.152,80,80,false,BOM,Asia Pacific,Mumbai,62,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,73,0.00
34.84.154.47,80,0,false,NRT,Asia Pacific,Tokyo,74,0.00
34.107.64.17,443,443,true,FRA,Europe,Frankfurt,155,0.00
34.82.76.253,443,443,true,SEA,North America,Seattle,155,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,155,0.00
35.233.172.5,80,0,false,SEA,North America,Seattle,155,0.00
34.82.76.253,80,80,false,SEA,North America,Seattle,155,0.00
34.82.188.91,443,443,true,SEA,North America,Seattle,155,0.00
34.141.84.126,80,0,false,FRA,Europe,Frankfurt,156,0.00
35.233.250.18,80,0,false,SEA,North America,Seattle,156,0.00
34.83.75.32,443,443,true,SEA,North America,Seattle,156,0.00
34.65.192.88,443,443,true,FRA,Europe,Frankfurt,167,0.00
34.105.189.25,443,0,true,LHR,Europe,London,167,0.00
34.105.3.218,443,443,true,SEA,North America,Seattle,169,0.00
34.107.117.187,443,443,true,FRA,Europe,Frankfurt,171,0.00
34.32.194.85,443,443,true,CDG,Europe,Paris,171,0.00
35.198.165.45,443,443,true,CDG,Europe,Paris,171,0.00
34.65.196.70,443,443,true,FRA,Europe,Frankfurt,173,0.00
34.65.251.12,443,0,true,FRA,Europe,Frankfurt,175,0.00
34.65.106.214,443,443,true,FRA,Europe,Frankfurt,175,0.00
34.65.83.205,443,443,true,FRA,Europe,Frankfurt,178,0.00
34.65.169.80,443,443,true,FRA,Europe,Frankfurt,179,0.00
34.65.229.126,443,443,true,FRA,Europe,Frankfurt,179,0.00
35.198.184.185,443,443,true,FRA,Europe,Frankfurt,180,0.00
34.147.31.75,443,0,true,FRA,Europe,Frankfurt,199,0.00
35.192.223.2,80,0,false,ORD,North America,Chicago,205,0.00
34.170.71.34,80,0,false,ORD,North America,Chicago,205,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,205,0.00
35.239.72.131,80,0,false,ORD,North America,Chicago,206,0.00
34.121.160.133,80,0,false,ORD,North America,Chicago,206,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,206,0.00
34.67.161.168,80,0,false,ORD,North America,Chicago,206,0.00
34.68.51.16,80,0,false,ORD,North America,Chicago,208,0.00
130.41.109.158,8080,0,false,IAD,North America,Ashburn,212,0.00
34.118.92.215,443,0,true,FRA,Europe,Frankfurt,217,0.00
34.159.11.68,443,0,true,FRA,Europe,Frankfurt,217,0.00
34.73.111.106,80,0,false,ATL,North America,Atlanta,217,0.00
35.231.5.47,80,0,false,ATL,North America,Atlanta,218,0.00
35.237.127.69,80,0,false,ATL,North America,Atlanta,218,0.00
34.65.254.225,443,443,true,FRA,Europe,Frankfurt,228,0.00
34.154.198.9,443,443,true,FRA,Europe,Frankfurt,248,0.00
34.35.43.156,443,443,true,JNB,Africa,Johannesburg,384,0.00
